1	a : cloudy gold body with yeast particles floating around . two fingers of thick froathy white head . head retains for the full drink and leaves lots of lacing . could n't look any better !	0000000000000000000000000000000000000
0	appearance : pours deep straw color , with no head to speak of- just a bit of white foam and bubbles floating at the top .	00000000000000000000000000
1	a : black pour with a foamy white head . not much lacing	0000000000000
1	appearance : pours a very clear golden color with little to no head and very small bubbles . the head dissipate quickly to a ring around the glass , but tons of tiny bubbles rising rapidly to the surface .	0000000000000000000000000000000000000000
0	appearance : pale moon pours a copper color with about a half-finger of slightly off-white head . retention and lacing are both poor .	000000000000000000000000
0	a : very pale , neither head nor lacing .	0000000000
1	a : wonderful cloudy golden color , with a big pillowy off-whitehead . head stays for awhile , lacing is excellent down the side of the glass . tasty .	000000000000000000000000000000
1	a : surprisingly light in color , like a lovely amber . have yet to taste raison d'tre , so maybe that 's why i did n't know what to expect . thought it would look more like port .	0000000000000000000000000000000000000000
0	a : hazy red/brown color . poured a 1 finger tan head that dissipated quickly . broken , thin and uneven lacing . almost unappealing flat look .	0000000000000000000000000000
1	a : nice dark reddish color and crystal clear . nice tan head dissipated fairly quickly .	00000000000000000
0	appearance : dingey tan/gold sparkly white head . not impressed .	00000000000
0	appearance : a sickly yellow , with floaties . i waited fifteen minutes and there were still floaties . not much head , not many bubbles coming out of the beer .	00000000000000000000000000000000
0	appearance : thanks to the huge amount of carbonation , this one was a gusher that i was able to salvage ( for the most part ) - however , it did mean i got a huge , frothy head out of the pour . clean ( re not much sediment ) , golden-orange body . ok , it could be better though - i would like to see how this one pours without the quick , over-carbonated pour .	00000000000000000000000000000000000000000000000000000000000000000000000000000000
0	a : pours hazy pale golden with a rather small white head that sinks quickly into almost no lacings .	00000000000000000000
1	a : pours murky amber with a large white creamy head that slowly sinks into great lacings .	000000000000000000
0	a : pours pale golden color with a fine fluffy head with little bubbles sugesting a lot of carbination in this one	0000000000000000000000
0	a : dark coulored foam , almost like chocolate mousse . the fluid is like dark , almost like coffe . only half a centimeter of head .	0000000000000000000000000000
1	a : lake erie monster pours a glowing golden straw color with a nice 2 finger creamy tan head . slightly hazy and some decent window drapes of lace .	000000000000000000000000000000
0	a : cloudy , orange color . light , off-white head . the beer actually cleared after it warmed up a bit . surely lagunitas would n't make a beer with chill haze ? ( 2.5 )	0000000000000000000000000000000000000
0	a : thick as whole milk , black as night . imaginary carbonation .	00000000000000
1	a : clear deep ruby-orange brew with a fair amount of carbo floating lazily upward . modest 1/2 '' of tan head settles to a thick single layer that hugs the glass a bit . decent lace .	00000000000000000000000000000000000000
0	a : despite letting the beer sit , undisturbed , for days in the fridge and despite a careful pour , it winds up a very murky , dark raspberry red in my glass . there is n't much carbonation aside from a very thin collar at the edge of the glass . no lacing .	00000000000000000000000000000000000000000000000000000000
0	appearance : the head dissolves very quickly , leaving a urine colored body and some lacing . lots of carbonation bubbles rise to the surface .	00000000000000000000000000
1	appearance : it is very consistent to the dry stout style . the color is jet black with a creamy tan head . the head is retained through the duration of the beer with good lacing .	0000000000000000000000000000000000000
0	a : a rather unappealing pale , semi cloudy , yet clear yellow with a white head that quickly dissipates to a ring with one or two streaks of lacing .	0000000000000000000000000000000
1	appearance : jet black , brown head with good retention , the way a proper porter should look	000000000000000000
0	a : poured a murky reddish-brown hue with a very modest caramel head . the color of the liquid reminded me of a glass of water from the muddy missouri river during spring run-off season . the closer the glass is held to backlighting a ruddy red emerges as the dominate hue . the head receded quickly leaving a thin cover over the liquid and a ring around the collar .	00000000000000000000000000000000000000000000000000000000000000000000000
0	a : hazy , dark brown , very dark . the pour only produced about a half finger of kahki head that quickly receeded and left no lace .	00000000000000000000000000000
0	a : dark brown with an beige head . not much lacing on the glass , and none on the head which subsides very quickly . very clear .	00000000000000000000000000000
0	appearance : a slightly cloudy dark amber , with a thick rich head .	00000000000000
1	a : pale golden color , thick head , good cap , good lacing .	000000000000000
0	appearance : beer pours a medium-straw color , very plain , light carbonation . head is virtually non-existent , even with a fairly heavy pour .	00000000000000000000000000
1	a : pours a brilliantly clear ruby red with a frothy , slightly pink head that retains well and leaves good lace .	00000000000000000000000
1	appearance : perfectly clear golden-amber in color . a slow and gentle pour left me with four fingers of frothy head that 's barely contained by the glass . the body reveals a massive torrent of tiny bubbles feeding the head . as the head recedes ( which takes a long time ) it leaves chunky sheets of lace all over the glass . a beautiful beer for sure .	0000000000000000000000000000000000000000000000000000000000000000000000
1	a : pours clear golden , thin white head , heavy lacing , decent retention	000000000000000
0	a : apple juice-like with little head .	00000000
1	a : wow , i 've never seen a beer with a head like this one . it was easily 4+ fingers tall . it filled 1/2 of my pint glass with a meringue like bright white head . i did not use an aggressive pour because i was trying not to get any trub in my glass . the label says not to be too delicate with the pour so as to `` create a luxurious head . '' i definitely saw that . the meringue like head stayed around for the whole 750 ml bottle . it was easy to refresh the head with each pour . ( 3 times in total . ) the beer color was a cloudy bright yellow . kind of like if you mixed a bmc & a witbier .	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0	a : the beer pours a nice amber color , a little dark amber , no real head to speak of and no lacing ...	0000000000000000000000000
0	appearance : pours an opaque brown with ruby highlights . the head is about 1/2 '' , off-white and shows very little retention . barely any lace is left on the glass .	000000000000000000000000000000000
0	a : pours an orange color , very littel head , no lacing . looks a little flat to me .	000000000000000000000
0	a : pours a murky orange hue , with a thing white head , that dissipates very quick into a nonexistent presence . floating pieces of marshmallow show it 's present in the visual . medium levels of carbonation .	0000000000000000000000000000000000000000
0	a : pours a fizzy straw color . a very thin foam that does n't last past the pour . beer is brilliantly clear . with a little lasting foam , this would be a stunner .	0000000000000000000000000000000000000
0	appearance : transparent golden to yellow color . one finger head vanished quickly and left very little lacing down the mug .	0000000000000000000000
1	appearance : one for the ages . gorgeous honeyed deep , deep amber with a dense off-white head . great retention .	0000000000000000000000
1	appearance : pours a hazy ruddy color ( the liquid looks like white zinfandel ) with a lovely head that retains incredibly well and thoroughly laces the glass	0000000000000000000000000000
1	a : it poured a dark black that when back lit had a slight ruby hue around the edges . there was a wonderfully dark caramel head that receded quickly leaving a slight collar around the rim of the brew .	00000000000000000000000000000000000000000
1	appearance : gorgeous pour and nice creamy head . super-dark all the way through , disguising the sediment that must be swimming around in this . flavor : assault of oak . a lot of zin on the back end , along with all the attendant dark fruit flavors you 'd expect in that profile . sourness and acidity are too timid and get lost in an almost goodyear-strength rubber taste . complexity is apparent , but really difficult to unravel . suggests a need for further aging .	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0	a : very clear goldenrod body with a fleeting , off white , sudsy , two finger head . unappealing small 'clumps ' formed in the head , persisting for quite a while , leaving me to believe they were particulate in nature when they were apparently not .	0000000000000000000000000000000000000000000000000
0	appearance : pours a very deep , golden color . the best way i could describe it is cut , wet hay . plenty of bubbly carbonation working it 's way to the top of the brew . not too much of a head to speak of . i did n't really pour it that aggressively though since i was drinking it from a tulip glass and doubted that a large head would fit without exploding over and flooding my kitchen in sticky suds ... what i did get was about a fingers worth of white , fluffy suds that floated on top like a boat in calm waters . did n't stick around for all that long . gone and lonely in about a minute flat .	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1	appearance : pours a murkey orange/apricot color with a full fluffy white head .	00000000000000
0	appearance : not as cloudy as it should be . medium sized head that dissipates fast .	00000000000000000
1	a : black as night poured out a huge head with tiny bubbles this thing looks great ! the head was even brown ! great look !	000000000000000000000000000
1	appearance : golden , always beautiful , f ... ing gold	00000000000
0	appearance : thin straw colored with a fizzy small head , one guy put it well by saying it looked like ginger ale , though i think it 's lighter smell/taste : imagine you drink a budweiser then you fill the glass with water , that 's exactly what bud select is	0000000000000000000000000000000000000000000000000000
1	appearance : pours a cloudy , deep burgundy . it 's topped by a fluffy , two-finger , pink head that sticks around as a quarter-inch layer .	0000000000000000000000000000
0	a : mobile 1 with an effervescent head .	000000000
0	a : pale yellow , crystalline , i could see my face reflected in my pils glass , small foamy head and lots of bubbles ;	00000000000000000000000000
1	appearance : a clear , reddish ale with just a little tint of purple , the head really stood out , it was bright and white like puffed rice .	000000000000000000000000000000
0	appearance : pale orange , slight haze ; thick layer of yellowy , spongey foam with good head retention	0000000000000000000
0	a : clear and yellow , like most macros . heavy carbonation , thin/dissolving head . 1/5	00000000000000000
0	a : moderate pour yields a .5 finger fine white head with decent retention . beer is a cloudy , unfiltered orangy-yellow . lacing is spotty at best with little cling .	00000000000000000000000000000000
0	appearance : very cloudy light orange yellow color with a lot of yeast chunks floating around . a very small white head rests on top .	00000000000000000000000000
1	appearance : pours a beautiful red/orange color with a creamy off-white head . in fact the color of this beer is one of its better traits . these are very traditional colors for a west coast imperial ipa , and also very similar in color to the mikkeller ipa ( which is also from denmark ) . it has a solid three fingers of head as well . every time i pour more into the glass i get another two or three fingers of head . there 's also a really impressive amount of lacing . very nice !	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1	a : a nice ivory puff of head over a clear golden color . wonderfully frothy retention and good puffs of lace . all fitting for the style .	00000000000000000000000000000
0	appearance : this strong lager starts with a big head with sadly little or no head retention . the color is kind of a limpid , not at all interesting , yellow . very little carbonation .	0000000000000000000000000000000000000
1	appearance : the beer looked so nice in an avery pint glass on their website , that i too had to put it in a standard american pint glass . i did n't have an avery pint glass , so i had to use a bell 's brewery pint glass . same thing , different label . the beer looks much nicer in real life than on a website page . the beer was a dark mahogany brown with plenty of cranberry red highlights all through out the beer . if that was n't enough , it had a long lasting beige head of foam that left tons of beige colored sticky lace around the glass . the beer looked just as nice as the label on the bottle did .	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0	appearance : there was literally no head whatsoever , and very little carbonation . it looked like a glass of apple juice .	00000000000000000000000
0	appearance : pours a slight white fizzy head that quickly retreats to not even a slick cap no lacing what so ever , pissy yellow with alot of bubbles breaking the surface .	000000000000000000000000000000000
1	a : clear amber body with an amazingly long lasting off-white head .	0000000000000
1	appearance : pours a quarter-inch foam head that vanishes very quickly . you can hear and see carbonation , but that too seems to be gone once the pour is done . very amber , murky look .	00000000000000000000000000000000000000
1	a : clear light amber with two-finger , white , foamy head that lasted more than a few minutes . phenomenal lacing .	00000000000000000000000
1	a : pours a lightly hazy golden pale color with a huge 3 finger fluffy white pillow of foam . amazing lace , how sweet the sound !	0000000000000000000000000000
1	a : the brown ale is a full reddish brown color , dark enough to be opaque . on closer inspection , ruby red highlights emerge . a thin band of head hangs around the edges of the glass .	0000000000000000000000000000000000000000
1	a : the appearance of this beer is just awesome . it is a deep ruby red color topped with a frothy light tan head . visible carbonation keeps the head bubbling .	000000000000000000000000000000000
0	a : poured a dark brown color with no head/lacing down the glass	0000000000000
1	a : poured into a tumbler with a 2 finger creamy head . great clear golden color and lots of carbonation activity .	00000000000000000000000
1	appearance : dark , leathery brown with a magnificent mocha head . it 's so thick and creamy , and such a pleasant color .	0000000000000000000000000
1	a : pours a golden , light amber . did n't get much head , but a bit definitely formed after the pour . probably needed to age my bottle some more . really impressed with the artwork & description on the bottle ( in all honestly : that 's most of the reason why i bought it ; the other is i wanted a new brew to try out ) .	000000000000000000000000000000000000000000000000000000000000000000000000
0	appearance : clear with a light caramel and orange color . nothing too fancy going on here . head is retained for 5-7 minutes .	0000000000000000000000000
0	a : well . . . its less than epic . pours an incredibly , crystal clear orange hue . held to the light , you get more of an orange tinged yellow color . a pretty good amount of carbonation activity in that clear body . the pour yielded a finger or so of white head , but it quickly fell to a thin white ring . that ring tries what it can with some lace , but really to no avail . i am a bit worried .	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1	a : pours a black with a hint of red , about 2 fingers worth of than tan head that settles to a ring.. very nice lacing from start to finish . i will say it does not pour like guinness.. not as pretty .	000000000000000000000000000000000000000000000
0	appearance : pale lemony yellow colour . high carbonation . reasonable head which disappears quickly . no lacing .	0000000000000000000
1	a : slightly cloudy , honey color . very appetizing .	00000000000
1	appearance : pours a clear amber color with a magnificent head that sticks and curtains the pint glass	000000000000000000
1	appearance : the kalamzoo is an exceptionally dark stout . while you can occasionally find a light stout that you can see light through amongst american craft brew stouts , bell 's has made an exceptionally dark stout . the head of the brew , while light in volume due to the pour from the bottle , is even dark for a stout , and of comparable brown color to other american crafts or british porters . lacing is light but visible . red hues can only be seen around the base of the glass when held up to light .	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0	a : pours a glowing but dark amber color , browner towards the top . head is bubbly , tannish , fairly thick but quick to recede . plenty of carbonation visible on the sides of the glass , but this disappears quickly .	00000000000000000000000000000000000000000000
0	a : pours a light golden color with almost no head . leaves a small amount of lacing . carbonation is medium .	00000000000000000000000
0	appearance : looks like soda , with a huge reddish-brown head that fizzes away completely leaving neither foam nor lace above the espresso brown colored liquid	00000000000000000000000000
1	a : those widgets are so annoying . you hardly get the top popped and it shoots it 's load . typical jet black guinness look with big white fine creamy head . not much in the lacing department but i do like that a small head stays throughout and gives you a creamy milk mustache . i love that classic settling that guinness does . you have to admit that it is a good looking drink .	000000000000000000000000000000000000000000000000000000000000000000000000000000
1	appearance : pours a dark brown with orange highlights . the beer is transparent , with a huge , 5 '' tall , exploding out of the tulip , tan head . it shows great retention . extremely thick lace coats the sides of the glass . bubbles carve out the holes in the lace .	00000000000000000000000000000000000000000000000000000000
0	appearance : short lived white head on a pale , very clear , amber with wide yellow edges . head dies quickly leaving only feeble carbonation streams to show any sign of life . flavor : some sweet malt and firm grape/grape jam flavors . overall very mild and clean , a good crowd pleaser but doesnt do much for me .	00000000000000000000000000000000000000000000000000000000000000
0	a : poured a straw color but was not very hazy at all . very clear for hefe with little to no debris . not what you expect when you pick up a hefe .	00000000000000000000000000000000000
1	appearance : pours with 4 full fingers of very dark brown head . difficult to tell where the head stops and the beer begins . this settles slowly , eventually falling to a still substantial 1 finger coating of foam . nice lacing . the beer itself is black and thick , not even a hint of light around the edges . fair amount of sediment in the bottle .	0000000000000000000000000000000000000000000000000000000000000000000000
0	a : pours a thin , half-finger head . obviously , this is a result of its cask serving , so it 's forgivable . hazy yellow colour . sm : strong scent of lemon . souring hops aplenty .	0000000000000000000000000000000000000000
0	a : pours an unattractive dijon mustard yellow/brown with 4 fingers of white head that recedes into a thin cap with a little lacing .	0000000000000000000000000
0	a : pitch black with a light brown head . lots of yeast in the bottle that forms an oily coating on the sides of the glass .	0000000000000000000000000000
1	appearance : pours a bright , see-through golden body wit a thin , off-white head .	0000000000000000
1	a : cloudy apricot . short white head , frothy . not much retention but a bit of lacing .	00000000000000000000
0	a : veyr pale straw color with thin white head that does leave a little lace	0000000000000000
0	appearance : not really an amber color ; more of just orangey-yellow .	0000000000000
0	a : green . mildly impressed that they got it to look so much like ecto cooler . all they need is to have slimer on the bottle .	00000000000000000000000000000
0	a : cloudy honey color with a minimal thin white head .	000000000000
1	appearance : it pours from the can like chocolate milk , in about 30 seconds an inch and a half creamy head forms . the nitro can makes this a damn beautiful beer .	0000000000000000000000000000000000
0	a : pours a murky brown with two fingers of tan head that recedes into a foamy ring with little lacing .	0000000000000000000000
1	a : pours an amber/red with 1 finger of foamy head that leaves some good lacing . n : sweet breadiness and lemon .	000000000000000000000000
0	appearance : poured from the 12 oz bottle into a pint glass . the beer is a crystal clear brownish orange color with a decent sized foamy head that is off-white . very plain looking beer .	0000000000000000000000000000000000000
0	appearance : a slight haze stricken dark amber , near brown , beer . pours a decent white foam head that settles to a mere whisp of what it was .	0000000000000000000000000000000
0	a : pours dark translucent brown . no head . no lacing . at first could n't spot any bubbles at all but managed to see a few breaking the surface every few seconds .	00000000000000000000000000000000000
0	a : this beer poured rather syrupy out of the bottle . there was some yeast/cherry juice or something in the bottom of the bottle . it looked like mud . i made sure to swirl this around and get it into my glass . the beer did not pour with any head or lacing what so ever . it has a nice black color with lots of dark red tones .	000000000000000000000000000000000000000000000000000000000000000000000000
1	a : it 's a beautiful orange hue that is crystal clear with loads of carbonation rushing up from the bottom of the glass . the lacing is good and the head has tightly packed bubbles of froth and about a half inch thick .	000000000000000000000000000000000000000000000
1	appearance : pours a clear golden color with a massive head that sticks well and leaves shards of lace	0000000000000000000
1	a : deep amber brown with a foamy coffee head and sticky lacing	0000000000000
1	appearance : pale golden color , with great head retention and good lacing .	00000000000000
1	a : perfect . very dark ruby/mahogany color , relatively clear with persistent carbonation . a very bready , yellowish tan head that is very thick and never really goes anywhere and clumps to glass .	000000000000000000000000000000000000
1	a : pours a surprisingly clear amber body with a couple of inches of head in my jar . retains poorly , but it deposits substantial , sticky head on the sides as it goes . the remainder is a swirl of bubbles on the brew with a moderate collar , which leaves more sticky lace as the brew vanishes .	0000000000000000000000000000000000000000000000000000000000000
1	a : dark brown with an orange/red hue . one finger of head that dissipates in a few minutes . still , after 15 minutes a slight head remains . in fact , this head remains through the very last sip . impressive ! sufficient streaking down the glass .	00000000000000000000000000000000000000000000000000
1	a : opaque black , decent tan head , good lacing .	000000000000
1	appearance : pours pitch black , with one finger of some of the darkest brown head i 've ever seen . the head dissipated surprisingly slowly , and left blankets of lacing . about as good as an imperial stout can look .	0000000000000000000000000000000000000000000
0	a : super opaque brown with only scattered head . looks like poop water .	000000000000000
1	a : dark , like a winter sea on a new moon eve . porcelain colored head that is truly whipped cream in consistency .	0000000000000000000000000
0	appearance : a pale , dull golden color with a thin quickly disappearing head and very little lace .	0000000000000000000
1	a : cloudy orange/yellow and amber . lots of lacing with hardly any head with the pour . looks great .	000000000000000000000
0	a : pours a slightly hazy orange/amber color with a small fizzy head that rises and falls very quickly to leave behind a fizzy island and a thin ring . no lacing left behind on the edges of the glass .	00000000000000000000000000000000000000000
1	a : looks pretty impressive . rich , deep brown color , with mahogany highlights . a quarter of slightly tan , white head appears , recedes to a thick rim and leaves some streaky lace .	0000000000000000000000000000000000000
0	a : murky light brown with a tangerine tint , some bubbles apparent , but virtually no head .	0000000000000000000
0	a : a dark amber , about the color of grade `` a '' maple syrup . a creamy white quarter inch head forms but quickly degrades into a spattering of larger bubbles that tend to stick to the side of the glass .	00000000000000000000000000000000000000000000
0	a : deep dark brown/black body , pours very oily thick and sludgy like motor oil . absolutely no had on this , other than some thick spit bubbles around the edges . no retention or lace , naturally . it 's not that high in alcohol to expect no head , so i 'm hoping this is n't under carbonated .	00000000000000000000000000000000000000000000000000000000000000
1	a : pours a burnt sienna color with a stark white head , not quite an inch or so that recedes to a thin cap of bubbles and a few chunks of lacing . fairly cloudy . a few spots of lacing as the head recedes . not a bad looking beer .	00000000000000000000000000000000000000000000000000000
0	a : gusher . this thing basically converts to foam the moment it leaves the bottle , creating a billowing , 4 '' foam presence in my glass with just the barest hint of liquid beneath it . ridiculous .	0000000000000000000000000000000000000000
0	a : pours a pallid yellow into a glass , with really no head to speak of , dissipates quickly leaving only a small , thin ring of clear foam around the glass .	0000000000000000000000000000000000
1	a : pours a dark red brown with a full white head , very good head retention and lace .	00000000000000000000
